ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	oto_hcat	oto_acat	oto_ccat	orphan	year_launch
VEGFC-D057135	VEGFC	D057135	Wet Macular Degeneration		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
VEGFD-D000787	VEGFD	D000787	Angina Pectoris	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VEGFD-D007511	VEGFD	D007511	Ischemia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VEGFD-D007680	VEGFD	D007680	Kidney Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFD-D008175	VEGFD	D008175	Lung Neoplasms	Preclinical		Preclinical	1		1	FALSE							FALSE	
VEGFD-D008269	VEGFD	D008269	Macular Edema		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VEGFD-D008654	VEGFD	D008654	Mesothelioma	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VEGFD-D009140	VEGFD	D009140	Musculoskeletal Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFD-D009369	VEGFD	D009369	Neoplasms		Preclinical	Preclinical		2	1								FALSE	
VEGFD-D009447	VEGFD	D009447	Neuroblastoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFD-D010927	VEGFD	D010927	Placental Insufficiency	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
VEGFD-D015179	VEGFD	D015179	Colorectal Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VEGFD-D016491	VEGFD	D016491	Peripheral Vascular Diseases	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VEGFD-D057135	VEGFD	D057135	Wet Macular Degeneration		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
VGLL1-D009369	VGLL1	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIM-D000086382	VIM	D000086382	COVID-19		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
VIM-D001327	VIM	D001327	Autoimmune Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VIM-D001932	VIM	D001932	Brain Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
VIM-D001943	VIM	D001943	Breast Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase I	Phase I	TRUE	
VIM-D005909	VIM	D005909	Glioblastoma		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
VIM-D006258	VIM	D006258	Head and Neck Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VIM-D007680	VIM	D007680	Kidney Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VIM-D008103	VIM	D008103	Liver Cirrhosis		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VIM-D008175	VIM	D008175	Lung Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
VIM-D008527	VIM	D008527	Medulloblastoma		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
VIM-D009369	VIM	D009369	Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VIM-D010051	VIM	D010051	Ovarian Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
VIM-D010190	VIM	D010190	Pancreatic Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
VIM-D012516	VIM	D012516	Osteosarcoma	Preclinical		Preclinical	1		1	FALSE							FALSE	
VIM-D015179	VIM	D015179	Colorectal Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
VIM-D054990	VIM	D054990	Idiopathic Pulmonary Fibrosis		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VIPR1-D000086382	VIPR1	D000086382	COVID-19	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	
VIPR1-D001172	VIPR1	D001172	Arthritis, Rheumatoid	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR1-D001855	VIPR1	D001855	Bone Marrow Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR1-D001943	VIPR1	D001943	Breast Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR1-D003550	VIPR1	D003550	Cystic Fibrosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR1-D006973	VIPR1	D006973	Hypertension	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR1-D006976	VIPR1	D006976	Hypertension, Pulmonary	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
VIPR1-D012128	VIPR1	D012128	Respiratory Distress Syndrome	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	
VIPR1-D012507	VIPR1	D012507	Sarcoidosis		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
VIPR1-D012735	VIPR1	D012735	Sexual Dysfunction, Physiological	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR1-D013921	VIPR1	D013921	Thrombocytopenia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR1-D020018	VIPR1	D020018	Sexual Dysfunctions, Psychological	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR1-D029424	VIPR1	D029424	Pulmonary Disease, Chronic Obstructive	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
VIPR1-D054990	VIPR1	D054990	Idiopathic Pulmonary Fibrosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
VIPR1-D055371	VIPR1	D055371	Acute Lung Injury	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
VIPR2-D000086382	VIPR2	D000086382	COVID-19	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
VIPR2-D001249	VIPR2	D001249	Asthma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR2-D002318	VIPR2	D002318	Cardiovascular Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR2-D003550	VIPR2	D003550	Cystic Fibrosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
VIPR2-D003920	VIPR2	D003920	Diabetes Mellitus	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR2-D006333	VIPR2	D006333	Heart Failure	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
VIPR2-D006973	VIPR2	D006973	Hypertension	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
VIPR2-D006976	VIPR2	D006976	Hypertension, Pulmonary	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
VIPR2-D009103	VIPR2	D009103	Multiple Sclerosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR2-D009134	VIPR2	D009134	Muscular Atrophy, Spinal	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR2-D009202	VIPR2	D009202	Cardiomyopathies	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
VIPR2-D010300	VIPR2	D010300	Parkinson Disease	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR2-D012128	VIPR2	D012128	Respiratory Distress Syndrome	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
VIPR2-D020388	VIPR2	D020388	Muscular Dystrophy, Duchenne	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
VIPR2-D020528	VIPR2	D020528	Multiple Sclerosis, Chronic Progressive	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VIPR2-D029424	VIPR2	D029424	Pulmonary Disease, Chronic Obstructive	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VKORC1-D002545	VKORC1	D002545	Brain Ischemia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
VKORC1-D013927	VKORC1	D013927	Thrombosis		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
VKORC1-D020246	VKORC1	D020246	Venous Thrombosis	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
VKORC1-D020521	VKORC1	D020521	Stroke	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
VNN1-D007249	VNN1	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VNN1-D015212	VNN1	D015212	Inflammatory Bowel Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VPREB1-D054198	VPREB1	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VSIG1-D009369	VSIG1	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VSIG4-D009369	VSIG4	D009369	Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VSIR-D001327	VSIR	D001327	Autoimmune Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VSIR-D001943	VSIR	D001943	Breast Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VSIR-D002289	VSIR	D002289	Carcinoma, Non-Small-Cell Lung		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase II	Phase II	FALSE	
VSIR-D006258	VSIR	D006258	Head and Neck Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
VSIR-D006689	VSIR	D006689	Hodgkin Disease	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
VSIR-D007249	VSIR	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VSIR-D007680	VSIR	D007680	Kidney Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VSIR-D008113	VSIR	D008113	Liver Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VSIR-D008175	VSIR	D008175	Lung Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VSIR-D008180	VSIR	D008180	Lupus Erythematosus, Systemic	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VSIR-D008223	VSIR	D008223	Lymphoma	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VSIR-D008654	VSIR	D008654	Mesothelioma	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
VSIR-D009062	VSIR	D009062	Mouth Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
VSIR-D009369	VSIR	D009369	Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VSIR-D010051	VSIR	D010051	Ovarian Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VSIR-D015179	VSIR	D015179	Colorectal Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VSIR-D019337	VSIR	D019337	Hematologic Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VSIR-D020529	VSIR	D020529	Multiple Sclerosis, Relapsing-Remitting	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VSIR-D054198	VSIR	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VTCN1-D001172	VTCN1	D001172	Arthritis, Rheumatoid	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VTCN1-D001943	VTCN1	D001943	Breast Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
VTCN1-D002289	VTCN1	D002289	Carcinoma, Non-Small-Cell Lung	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VTCN1-D006086	VTCN1	D006086	Graft vs Host Disease	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VTCN1-D007680	VTCN1	D007680	Kidney Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VTCN1-D008180	VTCN1	D008180	Lupus Erythematosus, Systemic	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VTCN1-D009103	VTCN1	D009103	Multiple Sclerosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VTCN1-D009369	VTCN1	D009369	Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
VTCN1-D010051	VTCN1	D010051	Ovarian Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
VTCN1-D011471	VTCN1	D011471	Prostatic Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VTCN1-D015179	VTCN1	D015179	Colorectal Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VTCN1-D016889	VTCN1	D016889	Endometrial Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
VTN-D009369	VTN	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VWF-D000070642	VWF	D000070642	Brain Injuries, Traumatic	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
VWF-D001778	VWF	D001778	Blood Coagulation Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
VWF-D002543	VWF	D002543	Cerebral Hemorrhage		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
VWF-D002545	VWF	D002545	Brain Ischemia		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
VWF-D006467	VWF	D006467	Hemophilia A	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	TRUE	
VWF-D011697	VWF	D011697	Purpura, Thrombotic Thrombocytopenic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	2018
VWF-D012595	VWF	D012595	Scleroderma, Systemic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VWF-D013514	VWF	D013514	Surgical Procedures, Operative	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	
VWF-D013927	VWF	D013927	Thrombosis		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
VWF-D014842	VWF	D014842	von Willebrand Diseases	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	
VWF-D020246	VWF	D020246	Venous Thrombosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
VWF-D020521	VWF	D020521	Stroke		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
VWF-D045743	VWF	D045743	Scleroderma, Diffuse	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VWF-D045745	VWF	D045745	Scleroderma, Limited	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
VWF-D050197	VWF	D050197	Atherosclerosis		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
VWF-D054058	VWF	D054058	Acute Coronary Syndrome	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
WAS-D014923	WAS	D014923	Wiskott-Aldrich Syndrome		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WDR5-D007938	WDR5	D007938	Leukemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WDR5-D009369	WDR5	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WDR5-D015470	WDR5	D015470	Leukemia, Myeloid, Acute	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WDR5-D019337	WDR5	D019337	Hematologic Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WEE1-D001943	WEE1	D001943	Breast Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
WEE1-D002289	WEE1	D002289	Carcinoma, Non-Small-Cell Lung	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
WEE1-D002583	WEE1	D002583	Uterine Cervical Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
WEE1-D005185	WEE1	D005185	Fallopian Tube Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WEE1-D008113	WEE1	D008113	Liver Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WEE1-D008175	WEE1	D008175	Lung Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WEE1-D009369	WEE1	D009369	Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WEE1-D010051	WEE1	D010051	Ovarian Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WEE1-D010190	WEE1	D010190	Pancreatic Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
WEE1-D010534	WEE1	D010534	Peritoneal Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WEE1-D012516	WEE1	D012516	Osteosarcoma		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WEE1-D014565	WEE1	D014565	Urogenital Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
WEE1-D016889	WEE1	D016889	Endometrial Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WEE1-D055752	WEE1	D055752	Small Cell Lung Carcinoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
WNT3A-D001861	WNT3A	D001861	Bone Regeneration		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
WNT3A-D013123	WNT3A	D013123	Spinal Fusion		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
WNT3A-D050723	WNT3A	D050723	Fractures, Bone		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
WNT5A-D001943	WNT5A	D001943	Breast Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
WNT5A-D008545	WNT5A	D008545	Melanoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WNT5A-D011471	WNT5A	D011471	Prostatic Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
WNT5A-D011565	WNT5A	D011565	Psoriasis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WNT5A-D015179	WNT5A	D015179	Colorectal Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
WRN-D005770	WRN	D005770	Gastrointestinal Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
WRN-D009369	WRN	D009369	Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
WT1-D000086382	WT1	D000086382	COVID-19	Preclinical		Preclinical	1		1	FALSE							FALSE	
WT1-D001327	WT1	D001327	Autoimmune Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WT1-D001749	WT1	D001749	Urinary Bladder Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
WT1-D001932	WT1	D001932	Brain Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Preclinical	Preclinical	TRUE	
WT1-D001943	WT1	D001943	Breast Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WT1-D002289	WT1	D002289	Carcinoma, Non-Small-Cell Lung	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase II		Phase II	TRUE	
WT1-D005909	WT1	D005909	Glioblastoma		Phase II	Phase II		4	3	TRUE	TRUE				Preclinical	Preclinical	TRUE	
WT1-D006258	WT1	D006258	Head and Neck Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
WT1-D007249	WT1	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WT1-D007680	WT1	D007680	Kidney Neoplasms	Preclinical		Preclinical	1		1	FALSE							FALSE	
WT1-D007938	WT1	D007938	Leukemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WT1-D008113	WT1	D008113	Liver Neoplasms	Preclinical		Preclinical	1		1	FALSE							FALSE	
WT1-D008175	WT1	D008175	Lung Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WT1-D008180	WT1	D008180	Lupus Erythematosus, Systemic	Preclinical		Preclinical	1		1	FALSE							FALSE	
WT1-D008223	WT1	D008223	Lymphoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WT1-D008232	WT1	D008232	Lymphoproliferative Disorders	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
WT1-D008258	WT1	D008258	Waldenstrom Macroglobulinemia	Preclinical		Preclinical	1		1	FALSE							FALSE	
WT1-D008527	WT1	D008527	Medulloblastoma		Phase II	Phase II		4	3	TRUE	TRUE				Preclinical	Preclinical	TRUE	
WT1-D008545	WT1	D008545	Melanoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
WT1-D008654	WT1	D008654	Mesothelioma		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WT1-D009101	WT1	D009101	Multiple Myeloma		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WT1-D009190	WT1	D009190	Myelodysplastic Syndromes		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WT1-D009369	WT1	D009369	Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WT1-D009396	WT1	D009396	Wilms Tumor	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
WT1-D010051	WT1	D010051	Ovarian Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WT1-D010190	WT1	D010190	Pancreatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
WT1-D011471	WT1	D011471	Prostatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
WT1-D012509	WT1	D012509	Sarcoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
WT1-D013274	WT1	D013274	Stomach Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
WT1-D014923	WT1	D014923	Wiskott-Aldrich Syndrome	Preclinical		Preclinical	1		1	FALSE							FALSE	
WT1-D015179	WT1	D015179	Colorectal Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WT1-D015464	WT1	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WT1-D015470	WT1	D015470	Leukemia, Myeloid, Acute		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	TRUE	
WT1-D019337	WT1	D019337	Hematologic Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
WT1-D046152	WT1	D046152	Gastrointestinal Stromal Tumors	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
WT1-D054198	WT1	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
WT1-D055752	WT1	D055752	Small Cell Lung Carcinoma		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
WT1-D056735	WT1	D056735	Autoimmune Lymphoproliferative Syndrome	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
WWTR1-D009369	WWTR1	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE							FALSE	
XAF1-D003920	XAF1	D003920	Diabetes Mellitus	Preclinical		Preclinical	1		1	FALSE							FALSE	
XAF1-D005128	XAF1	D005128	Eye Diseases	Preclinical		Preclinical	1		1	FALSE							FALSE	
XAF1-D005901	XAF1	D005901	Glaucoma	Preclinical		Preclinical	1		1	FALSE							FALSE	
XAF1-D007154	XAF1	D007154	Immune System Diseases	Preclinical		Preclinical	1		1	FALSE							FALSE	
XAF1-D009422	XAF1	D009422	Nervous System Diseases	Preclinical		Preclinical	1		1	FALSE							FALSE	
XDH-D000086382	XDH	D000086382	COVID-19		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
XDH-D000755	XDH	D000755	Anemia, Sickle Cell	Preclinical		Preclinical	1		1	FALSE							FALSE	
XDH-D003928	XDH	D003928	Diabetic Nephropathies		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
XDH-D005923	XDH	D005923	Glomerulosclerosis, Focal Segmental	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
XDH-D006073	XDH	D006073	Gout	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2013
XDH-D006333	XDH	D006333	Heart Failure	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
XDH-D006976	XDH	D006976	Hypertension, Pulmonary	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
XDH-D007249	XDH	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
XDH-D007676	XDH	D007676	Kidney Failure, Chronic	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
XDH-D007690	XDH	D007690	Polycystic Kidney Diseases		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
XDH-D013789	XDH	D013789	Thalassemia	Preclinical		Preclinical	1		1	FALSE							FALSE	
XDH-D015275	XDH	D015275	Tumor Lysis Syndrome	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
XDH-D015427	XDH	D015427	Reperfusion Injury	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
XDH-D055371	XDH	D055371	Acute Lung Injury		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
