ti_uid	phasenum	phase	maxphasenum	maxphase	n_drugs
SMO-D015464	4	Phase II	6	Launched	1
SMO-D015470	2	Preclinical	2	Preclinical	1
SMO-D015470	2	Preclinical	6	Launched	1
SMO-D015470	4	Phase II	6	Launched	1
SMO-D018295	2	Preclinical	2	Preclinical	1
SMO-D018295	3	Phase I	3	Phase I	2
SMO-D018295	3	Phase I	4	Phase II	2
SMO-D018295	4	Phase II	4	Phase II	1
SMO-D018295	5	Phase III	5	Phase III	1
SMO-D018295	6	Launched	6	Launched	2
SMO-D046152	2	Preclinical	3	Phase I	1
SMO-D054198	4	Phase II	4	Phase II	1
SMO-D054198	4	Phase II	6	Launched	1
SMO-D054990	4	Phase II	4	Phase II	1
SMO-D054990	4	Phase II	6	Launched	1
SMO-D055728	3	Phase I	6	Launched	1
SMO-D055728	4	Phase II	4	Phase II	1
SMO-D055728	4	Phase II	6	Launched	1
SMO-D055752	3	Phase I	4	Phase II	1
SMO-D055752	3	Phase I	6	Launched	1
SMO-D055752	4	Phase II	4	Phase II	1
SMPD1-D000544	2	Preclinical	2	Preclinical	1
SMPD1-D004646	2	Preclinical	2	Preclinical	1
SMPD1-D006934	3	Phase I	3	Phase I	1
SMPD1-D007249	2	Preclinical	2	Preclinical	1
SMPD1-D007918	6	Launched	6	Launched	1
SMPD1-D010024	3	Phase I	3	Phase I	1
SMPD1-D014376	5	Phase III	6	Launched	1
SMPD1-D055371	2	Preclinical	2	Preclinical	1
SMURF2-D005355	2	Preclinical	2	Preclinical	1
SMYD2-D009369	2	Preclinical	2	Preclinical	1
SMYD3-D009369	2	Preclinical	2	Preclinical	2
SNCA-D000075363	3	Phase I	3	Phase I	1
SNCA-D000086382	5	Phase III	6	Launched	1
SNCA-D000544	2	Preclinical	3	Phase I	2
SNCA-D000544	3	Phase I	3	Phase I	1
SNCA-D001321	2	Preclinical	4	Phase II	1
SNCA-D003248	4	Phase II	4	Phase II	1
SNCA-D003704	3	Phase I	4	Phase II	1
SNCA-D009422	2	Preclinical	2	Preclinical	3
SNCA-D009422	2	Preclinical	4	Phase II	2
SNCA-D010300	2	Preclinical	2	Preclinical	46
SNCA-D010300	2	Preclinical	3	Phase I	2
SNCA-D010300	3	Phase I	3	Phase I	6
SNCA-D010300	3	Phase I	4	Phase II	2
SNCA-D010300	4	Phase II	4	Phase II	4
SNCA-D010300	4	Phase II	6	Launched	1
SNCA-D011618	2	Preclinical	4	Phase II	1
SNCA-D012559	2	Preclinical	4	Phase II	1
SNCA-D013494	2	Preclinical	4	Phase II	1
SNCA-D015464	6	Launched	6	Launched	1
SNCA-D019578	2	Preclinical	2	Preclinical	8
SNCA-D019578	2	Preclinical	4	Phase II	2
SNCA-D019578	3	Phase I	3	Phase I	4
SNCA-D019578	4	Phase II	4	Phase II	3
SNCA-D020961	2	Preclinical	2	Preclinical	9
SNCA-D020961	2	Preclinical	3	Phase I	1
SNCA-D028227	3	Phase I	3	Phase I	1
SND1-D015179	2	Preclinical	2	Preclinical	1
SNRNP200-D015470	2	Preclinical	2	Preclinical	1
SNRNP70-D000086382	2	Preclinical	5	Phase III	1
SNRNP70-D001172	2	Preclinical	5	Phase III	1
SNRNP70-D001249	2	Preclinical	5	Phase III	1
SNRNP70-D003424	2	Preclinical	5	Phase III	1
SNRNP70-D008180	5	Phase III	5	Phase III	1
SNRNP70-D020277	2	Preclinical	5	Phase III	1
SOAT1-D000075262	4	Phase II	4	Phase II	1
SOAT1-D000080424	2	Preclinical	2	Preclinical	1
SOAT1-D000086382	2	Preclinical	2	Preclinical	1
SOAT1-D000152	4	Phase II	4	Phase II	1
SOAT1-D000310	3	Phase I	4	Phase II	1
SOAT1-D006937	3	Phase I	3	Phase I	1
SOAT1-D006949	2	Preclinical	2	Preclinical	1
SOAT1-D006949	5	Phase III	5	Phase III	1
SOAT1-D009369	2	Preclinical	2	Preclinical	2
SOAT1-D010190	2	Preclinical	2	Preclinical	1
SOAT1-D011471	2	Preclinical	2	Preclinical	2
SOAT1-D012628	4	Phase II	4	Phase II	1
SOAT1-D019337	2	Preclinical	2	Preclinical	2
SOAT1-D047748	4	Phase II	4	Phase II	1
SOAT1-D050197	2	Preclinical	2	Preclinical	3
SOAT1-D050197	3	Phase I	3	Phase I	1
SOAT1-D050197	4	Phase II	4	Phase II	1
SOAT1-D050197	5	Phase III	5	Phase III	1
SOCS3-D003924	2	Preclinical	2	Preclinical	1
SOCS3-D007249	2	Preclinical	2	Preclinical	1
SOCS3-D009369	2	Preclinical	2	Preclinical	2
SOCS3-D009765	2	Preclinical	2	Preclinical	2
SOCS3-D010190	2	Preclinical	2	Preclinical	1
SOD1-D000070642	2	Preclinical	2	Preclinical	1
SOD1-D000544	2	Preclinical	2	Preclinical	4
SOD1-D000690	2	Preclinical	2	Preclinical	25
SOD1-D000690	2	Preclinical	5	Phase III	1
SOD1-D000690	4	Phase II	4	Phase II	1
SOD1-D000690	6	Launched	6	Launched	1
SOD1-D001943	3	Phase I	5	Phase III	1
SOD1-D004485	4	Phase II	5	Phase III	1
SOD1-D006527	5	Phase III	5	Phase III	1
SOD1-D007249	3	Phase I	5	Phase III	1
SOD1-D007938	3	Phase I	5	Phase III	1
SOD1-D008223	3	Phase I	5	Phase III	1
SOD1-D008545	4	Phase II	5	Phase III	1
SOD1-D009101	3	Phase I	5	Phase III	1
SOD1-D009190	3	Phase I	5	Phase III	1
SOD1-D009369	2	Preclinical	2	Preclinical	1
SOD1-D010411	5	Phase III	5	Phase III	1
SOD1-D011471	3	Phase I	5	Phase III	1
SOD1-D012120	3	Phase I	3	Phase I	1
SOD1-D014945	4	Phase II	5	Phase III	1
SOD1-NA	2	Preclinical	2	Preclinical	2
SOD1-NA	3	Phase I	3	Phase I	1
SOD2-D000086382	3	Phase I	3	Phase I	1
SOD2-D000690	3	Phase I	3	Phase I	1
SOD2-D001168	2	Preclinical	2	Preclinical	1
SOD2-D003872	2	Preclinical	2	Preclinical	1
SOD2-D003929	2	Preclinical	2	Preclinical	1
SOD2-D003930	2	Preclinical	2	Preclinical	1
SOD2-D004941	2	Preclinical	2	Preclinical	1
SOD2-D008268	2	Preclinical	2	Preclinical	1
SOD2-D011014	3	Phase I	3	Phase I	1
SOD2-D011183	2	Preclinical	2	Preclinical	1
SOD2-D011471	2	Preclinical	2	Preclinical	1
SOD2-D011565	2	Preclinical	2	Preclinical	1
SOD2-D014987	2	Preclinical	2	Preclinical	1
SOD2-D015212	2	Preclinical	2	Preclinical	1
SOD2-D052016	2	Preclinical	2	Preclinical	1
SORD-D048909	2	Preclinical	2	Preclinical	1
SORT1-D000544	3	Phase I	3	Phase I	1
SORT1-D000690	4	Phase II	5	Phase III	1
SORT1-D001943	3	Phase I	3	Phase I	1
SORT1-D002607	2	Preclinical	2	Preclinical	1
SORT1-D003924	2	Preclinical	2	Preclinical	1
SORT1-D004660	2	Preclinical	2	Preclinical	1
SORT1-D008545	3	Phase I	3	Phase I	1
SORT1-D009369	2	Preclinical	2	Preclinical	1
SORT1-D009369	3	Phase I	3	Phase I	1
SORT1-D009422	2	Preclinical	2	Preclinical	1
SORT1-D010051	2	Preclinical	2	Preclinical	1
SORT1-D010051	3	Phase I	3	Phase I	1
SORT1-D010190	3	Phase I	3	Phase I	1
SORT1-D010300	3	Phase I	3	Phase I	1
SORT1-D010523	2	Preclinical	2	Preclinical	1
SORT1-D015179	3	Phase I	3	Phase I	1
SORT1-D016889	3	Phase I	3	Phase I	1
SORT1-D057180	2	Preclinical	2	Preclinical	1
SORT1-D057180	2	Preclinical	3	Phase I	1
SORT1-D057180	5	Phase III	5	Phase III	1
SOS1-D002289	3	Phase I	3	Phase I	1
SOS1-D009369	2	Preclinical	2	Preclinical	6
SOS1-D009369	3	Phase I	3	Phase I	1
SOS1-D015179	3	Phase I	3	Phase I	1
SOST-D000740	4	Phase II	5	Phase III	1
SOST-D001847	2	Preclinical	2	Preclinical	2
SOST-D001847	3	Phase I	3	Phase I	1
SOST-D001851	3	Phase I	3	Phase I	1
SOST-D001851	4	Phase II	5	Phase III	1
SOST-D007014	4	Phase II	5	Phase III	1
SOST-D010012	2	Preclinical	2	Preclinical	2
SOST-D010013	5	Phase III	5	Phase III	1
SOST-D010024	2	Preclinical	2	Preclinical	3
SOST-D010024	3	Phase I	3	Phase I	1
SOST-D010024	4	Phase II	5	Phase III	1
SOX2-D005128	2	Preclinical	2	Preclinical	2
SP1-D001943	2	Preclinical	2	Preclinical	1
SP1-D009369	2	Preclinical	2	Preclinical	1
SP1-D012512	2	Preclinical	2	Preclinical	1
SPDEF-D012120	2	Preclinical	2	Preclinical	1
SPHK1-D000086382	2	Preclinical	2	Preclinical	1
SPHK1-D001943	2	Preclinical	2	Preclinical	1
SPHK1-D003093	2	Preclinical	2	Preclinical	1
SPHK1-D005355	2	Preclinical	2	Preclinical	1
SPHK1-D006505	2	Preclinical	2	Preclinical	1
SPHK1-D008113	2	Preclinical	2	Preclinical	1
SPHK1-D008180	2	Preclinical	2	Preclinical	1
SPHK1-D009369	2	Preclinical	2	Preclinical	1
SPHK1-D010190	2	Preclinical	2	Preclinical	1
SPHK2-D000086382	5	Phase III	5	Phase III	1
SPHK2-D000544	2	Preclinical	2	Preclinical	1
SPHK2-D001650	4	Phase II	5	Phase III	1
SPHK2-D001749	3	Phase I	5	Phase III	1
SPHK2-D003093	2	Preclinical	5	Phase III	1
SPHK2-D006258	2	Preclinical	5	Phase III	1
SPHK2-D007249	2	Preclinical	5	Phase III	1
SPHK2-D007676	2	Preclinical	2	Preclinical	1
SPHK2-D008113	4	Phase II	5	Phase III	1
SPHK2-D009101	4	Phase II	5	Phase III	1
SPHK2-D009369	2	Preclinical	2	Preclinical	1
SPHK2-D009369	3	Phase I	5	Phase III	1
SPHK2-D010051	3	Phase I	5	Phase III	1
SPHK2-D010190	2	Preclinical	2	Preclinical	1
SPHK2-D010190	3	Phase I	5	Phase III	1
SPHK2-D011471	4	Phase II	5	Phase III	1
SPHK2-D012514	2	Preclinical	5	Phase III	1
SPHK2-D016403	2	Preclinical	5	Phase III	1
SPHK2-D019142	2	Preclinical	5	Phase III	1
SPINK1-D000086382	5	Phase III	5	Phase III	1
SPINK5-D003876	2	Preclinical	2	Preclinical	1
SPINK5-D056770	2	Preclinical	2	Preclinical	2
SPINT1-D009369	2	Preclinical	2	Preclinical	1
SPINT2-D003550	4	Phase II	4	Phase II	2
SPINT2-D009369	2	Preclinical	2	Preclinical	1
SPINT2-D029424	4	Phase II	4	Phase II	1
SPP1-D001172	2	Preclinical	2	Preclinical	2
SPP1-D001943	2	Preclinical	2	Preclinical	1
SPP1-D009369	2	Preclinical	2	Preclinical	2
SPP1-D009422	2	Preclinical	2	Preclinical	2
SPP1-D010012	2	Preclinical	2	Preclinical	1
SPP1-D010300	2	Preclinical	2	Preclinical	1
SPR-D007249	2	Preclinical	2	Preclinical	1
SPR-D009437	2	Preclinical	2	Preclinical	1
SPR-D059226	2	Preclinical	2	Preclinical	2
SQSTM1-D001847	2	Preclinical	2	Preclinical	1
SQSTM1-D001932	4	Phase II	4	Phase II	1
SQSTM1-D001943	4	Phase II	4	Phase II	1
SQSTM1-D005909	4	Phase II	4	Phase II	1
SQSTM1-D007680	4	Phase II	4	Phase II	1
SQSTM1-D008175	4	Phase II	4	Phase II	1
SQSTM1-D008527	4	Phase II	4	Phase II	1
SQSTM1-D008545	4	Phase II	4	Phase II	1
SQSTM1-D009101	2	Preclinical	2	Preclinical	3
SQSTM1-D010051	4	Phase II	4	Phase II	1
SQSTM1-D010190	4	Phase II	4	Phase II	1
SQSTM1-D011471	4	Phase II	4	Phase II	1
SQSTM1-D013274	4	Phase II	4	Phase II	1
SQSTM1-D015179	4	Phase II	4	Phase II	1
SQSTM1-D016889	4	Phase II	4	Phase II	1
SRC-D000080424	2	Preclinical	4	Phase II	1
SRC-D000086382	2	Preclinical	4	Phase II	1
SRC-D000310	3	Phase I	4	Phase II	1
SRC-D001650	4	Phase II	6	Launched	1
SRC-D001859	2	Preclinical	2	Preclinical	1
SRC-D001859	4	Phase II	6	Launched	1
SRC-D001932	3	Phase I	3	Phase I	1
SRC-D001932	4	Phase II	4	Phase II	1
SRC-D001932	4	Phase II	5	Phase III	1
SRC-D001932	4	Phase II	6	Launched	2
SRC-D001943	2	Preclinical	4	Phase II	1
SRC-D001943	3	Phase I	3	Phase I	1
SRC-D001943	4	Phase II	4	Phase II	2
SRC-D001943	4	Phase II	6	Launched	3
SRC-D002289	3	Phase I	6	Launched	1
SRC-D002289	4	Phase II	4	Phase II	2
SRC-D002289	4	Phase II	6	Launched	2
SRC-D002289	5	Phase III	5	Phase III	1
SRC-D002318	2	Preclinical	2	Preclinical	1
SRC-D002545	2	Preclinical	2	Preclinical	2
SRC-D002817	3	Phase I	4	Phase II	1
SRC-D004427	2	Preclinical	2	Preclinical	1
SRC-D004715	2	Preclinical	4	Phase II	1
SRC-D004938	4	Phase II	4	Phase II	1
SRC-D005128	2	Preclinical	2	Preclinical	2
SRC-D005185	4	Phase II	4	Phase II	1
SRC-D005909	3	Phase I	3	Phase I	1
SRC-D005909	4	Phase II	4	Phase II	1
SRC-D005909	4	Phase II	5	Phase III	1
SRC-D005909	4	Phase II	6	Launched	2
SRC-D006258	3	Phase I	4	Phase II	1
SRC-D006258	3	Phase I	6	Launched	1
SRC-D006258	4	Phase II	6	Launched	1
SRC-D007680	3	Phase I	6	Launched	1
SRC-D007680	4	Phase II	4	Phase II	1
SRC-D007690	4	Phase II	4	Phase II	1
SRC-D007690	4	Phase II	6	Launched	1
SRC-D007938	2	Preclinical	2	Preclinical	1
SRC-D007938	4	Phase II	4	Phase II	1
SRC-D008113	4	Phase II	4	Phase II	1
SRC-D008223	3	Phase I	3	Phase I	1
SRC-D008223	3	Phase I	6	Launched	1
SRC-D008223	4	Phase II	4	Phase II	1
SRC-D008228	4	Phase II	5	Phase III	1
SRC-D008268	4	Phase II	4	Phase II	1
SRC-D008527	3	Phase I	3	Phase I	1
SRC-D008527	4	Phase II	4	Phase II	1
SRC-D008527	4	Phase II	5	Phase III	1
SRC-D008527	4	Phase II	6	Launched	2
SRC-D008545	3	Phase I	3	Phase I	1
SRC-D008545	3	Phase I	6	Launched	2
SRC-D008545	4	Phase II	4	Phase II	1
SRC-D008545	4	Phase II	6	Launched	1
SRC-D008654	3	Phase I	4	Phase II	1
SRC-D009101	3	Phase I	6	Launched	1
SRC-D009101	4	Phase II	4	Phase II	1
SRC-D009190	3	Phase I	3	Phase I	1
SRC-D009190	4	Phase II	4	Phase II	1
SRC-D009190	4	Phase II	6	Launched	1
SRC-D009203	4	Phase II	4	Phase II	1
SRC-D009369	2	Preclinical	2	Preclinical	14
SRC-D009369	3	Phase I	3	Phase I	2
SRC-D009369	3	Phase I	4	Phase II	1
SRC-D009369	4	Phase II	4	Phase II	4
SRC-D009369	4	Phase II	6	Launched	1
SRC-D009369	5	Phase III	5	Phase III	1
SRC-D010024	2	Preclinical	2	Preclinical	3
SRC-D010051	2	Preclinical	4	Phase II	1
SRC-D010051	3	Phase I	4	Phase II	1
SRC-D010051	3	Phase I	6	Launched	2
SRC-D010051	4	Phase II	4	Phase II	2
SRC-D010190	3	Phase I	6	Launched	1
SRC-D010190	4	Phase II	6	Launched	2
SRC-D010534	4	Phase II	4	Phase II	1
SRC-D011087	4	Phase II	6	Launched	1
SRC-D011471	2	Preclinical	2	Preclinical	1
SRC-D011471	4	Phase II	4	Phase II	1
SRC-D011471	4	Phase II	6	Launched	1
SRC-D011471	5	Phase III	6	Launched	1
SRC-D011565	4	Phase II	6	Launched	1
SRC-D012509	3	Phase I	6	Launched	1
SRC-D012509	4	Phase II	4	Phase II	1
SRC-D012878	2	Preclinical	6	Launched	1
SRC-D013274	4	Phase II	4	Phase II	1
SRC-D013274	4	Phase II	6	Launched	1
SRC-D013964	3	Phase I	6	Launched	1
SRC-D015179	3	Phase I	4	Phase II	1
SRC-D015179	3	Phase I	6	Launched	1
SRC-D015179	4	Phase II	4	Phase II	2
SRC-D015179	4	Phase II	6	Launched	1
SRC-D015451	4	Phase II	4	Phase II	1
SRC-D015451	4	Phase II	6	Launched	1
SRC-D015464	2	Preclinical	2	Preclinical	3
SRC-D015464	3	Phase I	3	Phase I	2
SRC-D015464	4	Phase II	4	Phase II	1
SRC-D015464	6	Launched	6	Launched	2
SRC-D015470	3	Phase I	3	Phase I	1
SRC-D015470	3	Phase I	6	Launched	1
SRC-D015470	4	Phase II	4	Phase II	1
SRC-D015470	5	Phase III	6	Launched	1
SRC-D017681	4	Phase II	6	Launched	1
SRC-D017728	4	Phase II	5	Phase III	1
SRC-D019337	4	Phase II	4	Phase II	1
SRC-D020521	2	Preclinical	2	Preclinical	2
SRC-D020961	4	Phase II	4	Phase II	1
SRC-D029424	4	Phase II	4	Phase II	1
SRC-D046152	3	Phase I	6	Launched	1
SRC-D048909	2	Preclinical	2	Preclinical	1
SRC-D054198	2	Preclinical	2	Preclinical	2
SRC-D054198	3	Phase I	3	Phase I	2
SRC-D054198	4	Phase II	4	Phase II	1
SRC-D054198	4	Phase II	6	Launched	1
SRC-D054198	6	Launched	6	Launched	1
SRC-D054990	4	Phase II	4	Phase II	1
SRC-D055623	6	Launched	6	Launched	1
SRD5A1-D000080424	3	Phase I	4	Phase II	1
SRD5A1-D000086382	3	Phase I	4	Phase II	1
SRD5A1-D000152	2	Preclinical	2	Preclinical	2
SRD5A1-D000505	2	Preclinical	2	Preclinical	2
SRD5A1-D000505	5	Phase III	5	Phase III	1
SRD5A1-D001932	2	Preclinical	4	Phase II	1
SRD5A1-D001943	2	Preclinical	2	Preclinical	1
SRD5A1-D001943	4	Phase II	4	Phase II	1
SRD5A1-D002289	4	Phase II	4	Phase II	1
SRD5A1-D005909	2	Preclinical	4	Phase II	1
SRD5A1-D006258	4	Phase II	4	Phase II	1
SRD5A1-D006628	2	Preclinical	2	Preclinical	1
SRD5A1-D006628	3	Phase I	3	Phase I	1
SRD5A1-D008527	2	Preclinical	4	Phase II	1
SRD5A1-D009369	3	Phase I	3	Phase I	1
SRD5A1-D009369	4	Phase II	4	Phase II	1
SRD5A1-D010051	4	Phase II	4	Phase II	1
SRD5A1-D011470	2	Preclinical	2	Preclinical	1
SRD5A1-D011470	3	Phase I	3	Phase I	1
SRD5A1-D011471	3	Phase I	3	Phase I	1
SRD5A1-D011471	4	Phase II	4	Phase II	1
SRD5A1-D012509	3	Phase I	4	Phase II	1
SRD5A1-D012628	2	Preclinical	2	Preclinical	1
SRD5A1-D053159	2	Preclinical	2	Preclinical	1
SRD5A2-D000152	4	Phase II	4	Phase II	1
SRD5A2-D000505	4	Phase II	4	Phase II	1
SRD5A2-D000505	5	Phase III	5	Phase III	1
SRD5A2-D000505	6	Launched	6	Launched	1
SREBF1-D003920	3	Phase I	3	Phase I	1
SREBF1-D006949	3	Phase I	3	Phase I	1
SREBF1-D009765	3	Phase I	3	Phase I	1
SREBF1-D024821	3	Phase I	3	Phase I	1
SREBF1-D065626	3	Phase I	3	Phase I	1
SREBF2-D003920	3	Phase I	3	Phase I	1
SREBF2-D006937	2	Preclinical	2	Preclinical	1
SREBF2-D006949	2	Preclinical	2	Preclinical	1
SREBF2-D006949	3	Phase I	3	Phase I	1
SREBF2-D009765	3	Phase I	3	Phase I	1
SREBF2-D016491	2	Preclinical	2	Preclinical	1
SREBF2-D024821	3	Phase I	3	Phase I	1
SREBF2-D050197	2	Preclinical	2	Preclinical	2
SREBF2-D065626	2	Preclinical	2	Preclinical	1
SREBF2-D065626	3	Phase I	3	Phase I	1
SRPK1-D001943	3	Phase I	4	Phase II	1
SRPK1-D008268	2	Preclinical	2	Preclinical	1
SRPK1-D008269	4	Phase II	4	Phase II	1
SRPK1-D010190	4	Phase II	4	Phase II	1
SRPK1-D015179	4	Phase II	4	Phase II	1
SRPK1-D057135	2	Preclinical	4	Phase II	1
SRPX2-NA	2	Preclinical	2	Preclinical	1
SRR-D000544	2	Preclinical	2	Preclinical	1
SRR-D002545	2	Preclinical	2	Preclinical	1
SRR-D010300	2	Preclinical	2	Preclinical	1
SRR-D020521	2	Preclinical	2	Preclinical	1
SRR-D059226	2	Preclinical	2	Preclinical	1
SSB-D002289	3	Phase I	3	Phase I	1
SSB-D010051	3	Phase I	3	Phase I	1
SSTR2-D000172	2	Preclinical	2	Preclinical	1
SSTR2-D000172	3	Phase I	3	Phase I	1
SSTR2-D000172	5	Phase III	5	Phase III	1
SSTR2-D000172	6	Launched	6	Launched	2
SSTR2-D001943	4	Phase II	4	Phase II	1
SSTR2-D002276	4	Phase II	6	Launched	1
SSTR2-D002276	5	Phase III	6	Launched	1
SSTR2-D003027	4	Phase II	6	Launched	1
SSTR2-D003924	2	Preclinical	2	Preclinical	1
SSTR2-D003924	2	Preclinical	3	Phase I	1
SSTR2-D003930	4	Phase II	5	Phase III	1
SSTR2-D004700	3	Phase I	3	Phase I	1
SSTR2-D005770	4	Phase II	4	Phase II	1
SSTR2-D005770	4	Phase II	6	Launched	1
SSTR2-D007003	3	Phase I	3	Phase I	1
SSTR2-D007003	3	Phase I	5	Phase III	1
SSTR2-D008268	3	Phase I	5	Phase III	1
SSTR2-D008303	3	Phase I	6	Launched	1
SSTR2-D008303	4	Phase II	5	Phase III	1
SSTR2-D008303	5	Phase III	6	Launched	1
SSTR2-D008545	3	Phase I	6	Launched	1
SSTR2-D008579	4	Phase II	4	Phase II	1
SSTR2-D009369	2	Preclinical	2	Preclinical	1
SSTR2-D009447	4	Phase II	4	Phase II	1
SSTR2-D010190	5	Phase III	6	Launched	1
SSTR2-D010911	4	Phase II	6	Launched	2
SSTR2-D011471	3	Phase I	6	Launched	1
SSTR2-D013953	4	Phase II	6	Launched	2
SSTR2-D013964	4	Phase II	4	Phase II	1
SSTR2-D015179	4	Phase II	6	Launched	1
SSTR2-D015266	3	Phase I	6	Launched	1
SSTR2-D015266	4	Phase II	4	Phase II	2
SSTR2-D018278	2	Preclinical	2	Preclinical	1
SSTR2-D018278	3	Phase I	3	Phase I	1
SSTR2-D018278	3	Phase I	4	Phase II	1
SSTR2-D018278	3	Phase I	5	Phase III	1
SSTR2-D018278	4	Phase II	4	Phase II	3
SSTR2-D018278	4	Phase II	6	Launched	1
SSTR2-D018358	3	Phase I	6	Launched	1
SSTR2-D018358	4	Phase II	4	Phase II	1
SSTR2-D018358	4	Phase II	6	Launched	1
SSTR2-D046152	3	Phase I	4	Phase II	1
SSTR2-D047748	2	Preclinical	2	Preclinical	1
SSTR2-D047748	3	Phase I	3	Phase I	1
SSTR2-D047748	6	Launched	6	Launched	2
SSTR2-D055752	4	Phase II	4	Phase II	3
SSTR2-D055752	4	Phase II	6	Launched	1
SSTR4-D002318	2	Preclinical	2	Preclinical	1
SSTR4-D003072	2	Preclinical	2	Preclinical	1
SSTR4-D005128	2	Preclinical	2	Preclinical	1
SSTR4-D005261	2	Preclinical	2	Preclinical	1
SSTR4-D009369	2	Preclinical	2	Preclinical	2
SSTR4-D009437	2	Preclinical	2	Preclinical	1
SSTR4-D009437	4	Phase II	4	Phase II	1
SSTR4-D011470	2	Preclinical	2	Preclinical	1
SSTR4-D014945	2	Preclinical	2	Preclinical	1
SSTR4-D048909	2	Preclinical	2	Preclinical	1
SSTR4-D052801	2	Preclinical	2	Preclinical	1
SSTR4-D059226	4	Phase II	4	Phase II	1
SSTR4-D059352	4	Phase II	4	Phase II	1
ST13-D001327	2	Preclinical	2	Preclinical	1
ST13-D002289	4	Phase II	4	Phase II	1
ST13-D002545	2	Preclinical	2	Preclinical	1
ST13-D006258	2	Preclinical	4	Phase II	1
ST13-D007938	2	Preclinical	4	Phase II	1
ST13-D008659	2	Preclinical	2	Preclinical	1
ST13-D009369	2	Preclinical	2	Preclinical	2
ST13-D009369	3	Phase I	4	Phase II	1
ST13-D010190	2	Preclinical	4	Phase II	1
ST13-D010190	4	Phase II	4	Phase II	1
ST13-D013274	3	Phase I	4	Phase II	1
ST13-D014777	2	Preclinical	2	Preclinical	1
ST13-D015179	3	Phase I	4	Phase II	1
ST13-D019337	2	Preclinical	2	Preclinical	1
ST13-D020521	2	Preclinical	2	Preclinical	1
ST14-D007239	2	Preclinical	2	Preclinical	1
ST14-D007249	2	Preclinical	2	Preclinical	2
ST14-D008654	2	Preclinical	2	Preclinical	1
ST14-D009369	2	Preclinical	2	Preclinical	5
ST14-D010003	2	Preclinical	2	Preclinical	1
ST14-D011471	2	Preclinical	2	Preclinical	1
STAB1-D001650	4	Phase II	4	Phase II	1
STAB1-D001943	4	Phase II	4	Phase II	1
STAB1-D002289	2	Preclinical	4	Phase II	1
STAB1-D007249	2	Preclinical	4	Phase II	1
STAB1-D007680	4	Phase II	4	Phase II	1
STAB1-D008113	4	Phase II	4	Phase II	1
STAB1-D008545	4	Phase II	4	Phase II	1
STAB1-D010051	4	Phase II	4	Phase II	1
STAB1-D010190	4	Phase II	4	Phase II	1
STAB1-D013274	4	Phase II	4	Phase II	1
STAB1-D013964	4	Phase II	4	Phase II	1
STAB1-D015179	4	Phase II	4	Phase II	1
STAB1-D019337	2	Preclinical	4	Phase II	1
STAT1-D001249	4	Phase II	4	Phase II	1
STAT1-D004485	4	Phase II	4	Phase II	1
STAT1-D011565	4	Phase II	4	Phase II	2
STAT1-D018805	3	Phase I	3	Phase I	1
STAT3-D000086382	5	Phase III	5	Phase III	2
STAT3-D000544	3	Phase I	3	Phase I	1
STAT3-D000544	4	Phase II	5	Phase III	1
STAT3-D000690	2	Preclinical	5	Phase III	1
STAT3-D001005	4	Phase II	5	Phase III	1
STAT3-D001172	2	Preclinical	2	Preclinical	2
STAT3-D001172	2	Preclinical	5	Phase III	1
STAT3-D001249	2	Preclinical	5	Phase III	1
STAT3-D001321	2	Preclinical	5	Phase III	1
STAT3-D001327	2	Preclinical	3	Phase I	1
STAT3-D001650	4	Phase II	5	Phase III	1
STAT3-D001749	4	Phase II	4	Phase II	1
STAT3-D001749	4	Phase II	5	Phase III	1
STAT3-D001932	2	Preclinical	2	Preclinical	4
STAT3-D001932	2	Preclinical	5	Phase III	1
STAT3-D001932	4	Phase II	4	Phase II	2
STAT3-D001932	4	Phase II	5	Phase III	1
STAT3-D001943	2	Preclinical	2	Preclinical	3
STAT3-D001943	2	Preclinical	5	Phase III	1
STAT3-D001943	4	Phase II	4	Phase II	1
STAT3-D001943	4	Phase II	5	Phase III	2
STAT3-D002100	2	Preclinical	2	Preclinical	1
STAT3-D002289	2	Preclinical	2	Preclinical	2
STAT3-D002289	3	Phase I	3	Phase I	1
STAT3-D002289	4	Phase II	4	Phase II	1
STAT3-D002289	5	Phase III	5	Phase III	1
STAT3-D002318	2	Preclinical	5	Phase III	1
STAT3-D002545	2	Preclinical	5	Phase III	1
STAT3-D003072	2	Preclinical	5	Phase III	1
STAT3-D003093	4	Phase II	4	Phase II	1
STAT3-D003424	2	Preclinical	5	Phase III	1
STAT3-D003865	2	Preclinical	5	Phase III	1
STAT3-D003876	3	Phase I	3	Phase I	1
STAT3-D003930	2	Preclinical	2	Preclinical	1
STAT3-D004938	5	Phase III	5	Phase III	1
STAT3-D005128	2	Preclinical	2	Preclinical	2
STAT3-D005134	2	Preclinical	2	Preclinical	1
STAT3-D005134	2	Preclinical	4	Phase II	1
STAT3-D005355	2	Preclinical	2	Preclinical	1
STAT3-D005355	2	Preclinical	3	Phase I	2
STAT3-D005909	2	Preclinical	2	Preclinical	4
STAT3-D005909	2	Preclinical	5	Phase III	1
STAT3-D005909	4	Phase II	4	Phase II	2
STAT3-D005909	4	Phase II	5	Phase III	1
STAT3-D006258	2	Preclinical	2	Preclinical	2
STAT3-D006258	4	Phase II	4	Phase II	2
STAT3-D006258	4	Phase II	5	Phase III	1
